순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,CASY,Casey's,$867.16,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.19,0.63,0.9,117.9%,94.8,98,28,30,25,15,2
2,SPG,Simon Property Group,$235.61,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.6,0.62,0.8,118.3%,81.1,94,24,30,25,15,1
3,EXPD,Expeditors International,$170.13,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.51,0.7,0.93,109.5%,74.9,92,22,30,25,15,2
4,DDOG,Datadog,$264.20,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.44,0.96,1.63,157.3%,98.5,85,30,30,10,15,2
5,VLO,[Trending] VLO,$301.32,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.16,0.79,0.92,130.2%,97.7,84,29,30,10,15,3
6,MPC,Marathon Petroleum,$308.72,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.17,0.84,0.88,134.2%,97.3,84,29,30,10,15,3
7,NTAP,NetApp,$173.23,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.52,0.94,1.35,142.1%,96.5,84,29,30,10,15,2
8,HWM,Howmet Aerospace,$272.79,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.62,0.93,0.87,110.2%,96.3,84,29,30,10,15,2
9,DVA,DaVita,$240.96,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.18,0.86,1.07,144.4%,95.9,84,29,30,10,15,1
10,CVS,CVS Health,$105.92,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.3,0.91,1.16,124.5%,95.8,84,29,30,10,15,2
11,NUE,Nucor,$256.02,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.65,1.26,0.75,126.3%,95.0,83,28,30,10,15,2
12,PSX,Phillips 66,$206.81,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.08,0.8,1.09,124.5%,94.4,83,28,30,10,15,2
13,TRV,Travelers Companies (The),$389.01,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.42,1.16,1.46,127.8%,93.4,83,28,30,10,15,1
14,STT,State Street Corporation,$176.04,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.5,0.73,1.23,121.5%,93.2,83,28,30,10,15,1
15,BNY,BNY Mellon,$152.50,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.54,0.75,0.81,117.2%,92.7,83,28,30,10,15,1
16,WELL,Welltower,$241.08,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.33,0.99,0.58,116.0%,91.5,82,27,30,10,15,2
17,GE,GE Aerospace,$350.63,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.33,0.81,1.03,109.9%,90.5,82,27,30,10,15,2
18,MNST,Monster Beverage,$97.23,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.61,0.87,0.65,116.7%,89.8,82,27,30,10,15,2
19,CF,CF Industries,$127.35,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.57,0.83,0.82,116.5%,89.2,82,27,30,10,15,2
20,JNJ,Johnson & Johnson,$265.53,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.23,1.02,0.58,113.5%,89.0,82,27,30,10,15,1
21,ALL,Allstate,$274.39,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.58,0.96,0.62,127.3%,88.6,82,27,30,10,15,1
22,VTR,Ventas,$97.72,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.27,1.13,0.94,116.1%,88.4,82,27,30,10,15,2
23,DGX,Quest Diagnostics,$235.22,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.57,1.22,0.6,120.1%,87.6,81,26,30,10,15,1
24,GL,Globe Life,$179.68,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.39,1.07,1.41,118.0%,86.9,81,26,30,10,15,1
25,AAPL,Apple Inc.,$338.19,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.59,0.9,1.08,121.0%,86.5,81,26,30,10,15,3
26,CTVA,Corteva,$90.51,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.25,1.1,0.69,115.5%,85.9,81,26,30,10,15,2
27,NTRS,Northern Trust,$177.65,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.35,0.93,0.97,113.5%,85.1,81,26,30,10,15,2
28,DOC,Healthpeak Properties,$22.48,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.3,0.93,0.75,124.6%,84.7,80,25,30,10,15,1
29,CAH,Cardinal Health,$229.12,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.18,0.91,1.04,107.4%,84.6,80,25,30,10,15,2
30,LLY,Lilly (Eli),"$1,210.02",강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.29,0.71,0.91,116.1%,84.2,80,25,30,10,15,2
31,MET,MetLife,$97.02,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.62,1.29,0.98,122.2%,84.0,80,25,30,10,15,1
32,SHEL,[Trending] SHEL,$88.34,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.3,1.27,1.09,107.1%,82.8,80,25,30,10,15,1
33,LYV,Live Nation Entertainment,$184.43,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.4,0.81,1.45,115.0%,80.9,79,24,30,10,15,3
34,CRL,Charles River Laboratories,$234.80,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.3,1.19,0.84,124.3%,79.5,79,24,30,10,15,3
35,BEN,Franklin Resources,$32.39,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.42,1.11,1.21,115.7%,79.2,79,24,30,10,15,2
36,PRU,Prudential Financial,$122.63,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.54,1.16,1.05,118.2%,77.6,78,23,30,10,15,2
37,CFG,Citizens Financial Group,$71.31,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.24,0.88,0.81,112.1%,77.4,78,23,30,10,15,2
38,DAL,Delta Air Lines,$86.25,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.52,0.9,0.76,117.9%,76.6,78,23,30,10,15,2
39,BAC,Bank of America,$61.07,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.26,0.94,1.32,114.5%,76.3,78,23,30,10,15,2
40,AIZ,Assurant,$281.00,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.35,1.06,0.76,116.7%,75.7,78,23,30,10,15,2
41,WSM,"Williams-Sonoma, Inc.",$233.81,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.7,0.76,0.61,116.5%,75.5,78,23,30,10,15,2
42,DLTR,Dollar Tree,$128.95,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.73,0.7,0.92,112.2%,91.1,77,27,10,25,15,1
43,CVX,Chevron Corporation,$191.86,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.39,0.89,1.09,106.0%,74.3,77,22,30,10,15,1
44,FANG,Diamondback Energy,$199.13,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.69,0.85,0.77,110.2%,74.1,77,22,30,10,15,1
45,L,Loews Corporation,$118.94,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.37,1.08,1.44,109.4%,73.0,77,22,30,10,15,1
46,UNP,Union Pacific Corporation,$292.19,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.64,1.25,0.63,113.9%,72.6,77,22,30,10,15,2
47,MRK,Merck & Co.,$130.36,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.11,0.76,0.73,112.1%,71.8,77,22,30,10,15,1
48,EG,Everest Group,$393.89,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.47,0.84,1.41,116.2%,70.7,76,21,30,10,15,1
49,FTNT,Fortinet,$153.22,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.16,1.27,2.05,145.3%,97.1,74,29,30,10,5,1
50,PANW,Palo Alto Networks,$314.15,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.15,0.78,0.97,145.0%,96.9,74,29,30,10,5,3
51,STLD,Steel Dynamics,$252.34,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.34,1.1,0.89,120.4%,94.2,73,28,30,10,5,2
52,HUM,Humana,$365.41,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.48,1.72,1.82,138.0%,93.6,73,28,30,10,5,2
53,APA,APA Corporation,$36.70,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),3,0.46,1.06,0.9,110.6%,91.3,72,27,30,10,5,3
54,F,Ford Motor Company,$15.28,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),2,0.68,1.42,1.3,114.9%,90.0,72,27,30,10,5,2
55,XOM,ExxonMobil,$156.75,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.31,0.91,0.89,107.8%,79.9,69,24,30,10,5,1
56,OXY,Occidental Petroleum,$56.03,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.48,0.91,1.21,106.3%,74.5,67,22,30,10,5,1
57,MGM,MGM Resorts,$45.83,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.63,0.74,0.94,115.8%,70.3,66,21,30,10,5,2
58,TPR,"Tapestry, Inc.",$150.11,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,1.18,0.87,1.28,106.1%,95.4,64,29,10,10,15,2
59,GRMN,Garmin,$294.83,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),3,5.33,2.29,3.06,126.6%,94.6,63,28,10,10,15,3
60,INCY,Incyte,$127.10,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.81,1.85,0.49,124.7%,93.8,63,28,10,10,15,3
61,EXPE,Expedia Group,$304.27,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),3,1.17,1.11,1.72,123.3%,92.5,63,28,10,10,15,3
62,ROST,Ross Stores,$251.96,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.88,0.96,0.8,118.6%,92.3,63,28,10,10,15,2
63,HST,Host Hotels & Resorts,$25.54,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.63,1.03,0.8,126.0%,91.7,63,28,10,10,15,1
64,GM,General Motors,$89.40,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.62,1.24,0.6,113.1%,90.9,62,27,10,10,15,2
65,EBAY,eBay Inc.,$115.30,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.13,1.05,0.82,115.9%,89.4,62,27,10,10,15,2
66,PM,Philip Morris International,$198.44,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.94,1.01,0.49,114.6%,87.1,61,26,10,10,15,2
67,VTRS,Viatris,$17.82,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.72,1.02,1.04,120.2%,86.7,61,26,10,10,15,2
68,CSX,CSX Corporation,$50.74,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.88,1.23,0.95,118.4%,85.3,61,26,10,10,15,1
69,ADM,Archer Daniels Midland,$80.38,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.93,1.29,1.11,111.4%,84.9,60,25,10,10,15,1
70,WAB,Wabtec,$291.76,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.86,1.16,0.87,114.9%,83.8,60,25,10,10,15,1
71,KO,Coca-Cola Company (The),$89.08,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.75,1.33,0.62,115.4%,83.4,60,25,10,10,15,1
72,CCEP,Coca-Cola Europacific Partners,$111.10,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),2,0.74,1.32,1.39,115.4%,82.4,60,25,10,10,15,2
73,AMGN,Amgen,$387.64,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.84,1.12,0.88,111.1%,80.5,59,24,10,10,15,2
