순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,HUM,Humana,$400.02,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.21,0.67,1.29,137.7%,95.6,99,29,30,25,15,2
2,IVZ,Invesco,$32.09,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.41,0.62,1.25,117.7%,92.8,98,28,30,25,15,2
3,EXPD,Expeditors International,$188.31,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.19,0.68,0.81,117.3%,89.2,97,27,30,25,15,2
4,C,Citigroup,$137.80,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.47,0.65,1.03,109.1%,86.9,96,26,30,25,15,2
5,TRV,Travelers Companies (The),$366.85,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.26,0.7,1.2,114.0%,86.6,96,26,30,25,15,1
6,TRGP,Targa Resources,$291.38,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.14,0.66,1.03,113.6%,84.1,95,25,30,25,15,1
7,MRNA,Moderna,$135.61,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.18,0.58,0.84,214.3%,99.1,90,30,30,25,5,4
8,ANET,Arista Networks,$192.93,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.27,0.63,0.77,120.7%,86.0,86,26,30,25,5,4
9,DELL,Dell Technologies,$535.25,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.53,1.13,1.09,177.7%,98.9,85,30,30,10,15,4
10,KEYS,Keysight Technologies,$331.01,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.31,0.61,0.73,104.2%,83.1,85,25,30,25,5,2
11,VLO,Valero Energy,$388.95,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.5,1.12,1.17,148.3%,98.1,84,29,30,10,15,3
12,HPE,Hewlett Packard Enterprise,$58.90,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.65,1.49,1.09,158.4%,97.9,84,29,30,10,15,4
13,MPC,Marathon Petroleum,$399.44,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.25,0.82,1.07,151.1%,97.7,84,29,30,10,15,3
14,PSX,Phillips 66,$260.78,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.17,0.88,0.87,141.6%,97.0,84,29,30,10,15,2
15,CRL,Charles River Laboratories,$278.35,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.23,0.84,1.08,138.2%,95.1,84,29,30,10,15,2
16,ZBRA,Zebra Technologies,$344.83,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.13,0.63,0.74,132.2%,79.4,84,24,30,25,5,1
17,STT,State Street Corporation,$191.89,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.46,0.78,0.89,122.6%,94.3,83,28,30,10,15,1
18,APA,APA Corporation,$44.84,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.26,0.85,1.13,123.4%,94.1,83,28,30,10,15,3
19,FCX,Freeport-McMoRan,$76.23,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.35,0.8,0.61,118.7%,93.6,83,28,30,10,15,4
20,NUE,Nucor,$257.91,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.21,0.74,0.78,117.2%,93.4,83,28,30,10,15,3
21,BNY,BNY Mellon,$162.51,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.42,0.86,1.28,117.5%,93.2,83,28,30,10,15,1
22,APH,Amphenol,$81.34,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.26,0.82,0.95,110.3%,92.4,83,28,30,10,15,2
23,HPQ,HP Inc.,$32.39,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.28,0.98,0.98,142.7%,92.0,83,28,30,10,15,2
24,MRK,Merck & Co.,$147.53,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.23,0.81,0.76,120.1%,91.9,83,28,30,10,15,1
25,INCY,Incyte,$126.01,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.38,0.76,1.01,118.9%,91.5,82,27,30,10,15,3
26,ADM,Archer Daniels Midland,$86.55,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.32,1.11,1.01,114.9%,91.1,82,27,30,10,15,1
27,CF,CF Industries,$138.11,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.59,1.12,1.34,118.3%,90.2,82,27,30,10,15,2
28,JNJ,Johnson & Johnson,$267.08,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.64,0.86,0.76,109.9%,89.8,82,27,30,10,15,1
29,NTRS,Northern Trust,$184.69,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.36,0.88,0.82,112.6%,88.8,82,27,30,10,15,2
30,DE,Deere & Company,$677.21,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.53,0.82,1.17,113.7%,87.5,81,26,30,10,15,2
31,GILD,Gilead Sciences,$145.65,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.44,0.91,0.75,106.6%,86.4,81,26,30,10,15,1
32,MS,Morgan Stanley,$215.35,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.52,0.73,1.16,110.7%,86.2,81,26,30,10,15,2
33,DGX,Quest Diagnostics,$235.46,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.19,0.78,1.09,113.5%,85.6,81,26,30,10,15,1
34,CVX,Chevron Corporation,$213.81,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.28,0.93,1.09,114.0%,85.2,81,26,30,10,15,2
35,NVDA,Nvidia,$223.67,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.29,0.9,0.67,111.1%,83.7,80,25,30,10,15,2
36,TGT,Target Corporation,$157.52,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.3,0.71,1.28,121.3%,83.0,80,25,30,10,15,1
37,COP,ConocoPhillips,$136.53,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.16,0.84,1.07,115.5%,82.8,80,25,30,10,15,2
38,XOM,ExxonMobil,$164.23,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.35,0.99,1.04,108.7%,82.6,80,25,30,10,15,1
39,FFIV,"F5, Inc.",$404.63,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.49,0.73,1.88,114.9%,82.0,80,25,30,10,15,1
40,CTVA,Corteva,$84.75,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.4,0.93,0.92,105.4%,81.8,80,25,30,10,15,2
41,BAC,Bank of America,$62.67,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.17,0.99,1.27,114.3%,81.4,79,24,30,10,15,2
42,BBY,Best Buy,$88.03,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.61,0.94,1.12,123.7%,81.2,79,24,30,10,15,2
43,LH,Labcorp,$321.10,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.24,0.95,1.56,114.7%,79.7,79,24,30,10,15,2
44,JCI,Johnson Controls,$144.92,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.53,0.92,1.01,102.9%,79.5,79,24,30,10,15,2
45,QRVO,[Trending] QRVO,$105.24,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.44,0.94,0.68,117.8%,79.0,79,24,30,10,15,2
