순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,IVZ,Invesco,$33.07,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.42,0.69,0.82,121.7%,94.1,98,28,30,25,15,2
2,MRK,Merck & Co.,$150.33,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.23,0.67,0.68,122.8%,91.4,97,27,30,25,15,1
3,ANET,Arista Networks,$193.78,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.3,0.61,1.02,121.7%,90.6,97,27,30,25,15,4
4,EXPD,Expeditors International,$188.80,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.22,0.62,0.64,117.8%,88.7,97,27,30,25,15,2
5,TGT,Target Corporation,$164.44,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.17,0.61,1.44,127.3%,86.8,96,26,30,25,15,1
6,ZBRA,Zebra Technologies,$362.74,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.14,0.61,0.96,139.9%,86.6,96,26,30,25,15,1
7,TRGP,Targa Resources,$290.05,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.18,0.69,0.69,113.6%,80.1,94,24,30,25,15,1
8,BMY,Bristol Myers Squibb,$66.82,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.23,0.59,0.78,112.7%,70.9,91,21,30,25,15,2
9,LITE,Lumentum,$881.26,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),4,0.29,0.7,1.08,110.2%,99.4,90,30,30,25,5,4
10,NBIS,Nebius Group,$226.39,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.33,0.53,1.39,129.2%,98.7,90,30,30,25,5,4
11,KEYS,Keysight Technologies,$327.21,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.18,0.52,0.8,103.4%,83.7,85,25,30,25,5,2
12,MPC,Marathon Petroleum,$388.90,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.27,0.91,0.88,148.8%,98.1,84,29,30,10,15,3
13,VLO,Valero Energy,$370.72,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.28,1.04,1.13,142.8%,97.9,84,29,30,10,15,3
14,PSX,Phillips 66,$255.09,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.25,0.98,0.84,139.7%,96.7,84,29,30,10,15,2
15,CRWD,CrowdStrike,$213.10,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.69,1.18,0.7,142.3%,96.6,84,29,30,10,15,4
16,CRL,Charles River Laboratories,$288.50,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.16,0.73,1.14,143.9%,96.0,84,29,30,10,15,2
17,HUM,Humana,$401.54,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.66,0.71,1.02,139.6%,95.0,83,28,30,10,15,2
18,BNY,BNY Mellon,$164.84,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.6,0.87,0.92,119.6%,93.7,83,28,30,10,15,1
19,NUE,Nucor,$261.07,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.41,0.71,0.74,119.1%,93.3,83,28,30,10,15,3
20,APH,Amphenol,$82.78,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.37,0.92,1.1,112.5%,93.1,83,28,30,10,15,2
21,HPQ,HP Inc.,$32.64,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.43,0.93,0.96,143.5%,90.4,82,27,30,10,15,2
22,INCY,Incyte,$126.75,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.53,0.89,1.13,119.9%,90.2,82,27,30,10,15,3
23,NTRS,Northern Trust,$186.63,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.52,0.74,1.17,114.1%,89.1,82,27,30,10,15,2
24,APA,APA Corporation,$42.77,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.26,0.75,1.17,118.5%,88.9,82,27,30,10,15,3
25,AMGN,Amgen,$437.23,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.22,0.78,0.89,120.3%,88.3,81,26,30,10,15,2
26,FCX,Freeport-McMoRan,$72.73,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.31,0.72,0.64,113.6%,87.7,81,26,30,10,15,4
27,NVDA,Nvidia,$230.36,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.54,1.11,1.0,114.7%,87.4,81,26,30,10,15,2
28,ADM,Archer Daniels Midland,$84.61,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.57,0.77,0.91,112.7%,85.8,81,26,30,10,15,1
29,MS,Morgan Stanley,$217.72,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.61,0.71,0.81,112.2%,85.6,81,26,30,10,15,2
30,ABNB,Airbnb,$181.94,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.07,0.83,0.68,127.4%,85.2,81,26,30,10,15,2
31,CTVA,Corteva,$87.86,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.38,1.34,0.77,109.5%,83.5,80,25,30,10,15,2
32,GM,General Motors,$87.76,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.26,0.89,1.04,110.0%,82.6,80,25,30,10,15,2
33,BIIB,Biogen,$220.83,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.61,0.74,0.84,112.7%,82.2,80,25,30,10,15,3
34,VTRS,Viatris,$16.88,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.36,0.77,0.71,109.2%,81.8,80,25,30,10,15,2
35,DGX,Quest Diagnostics,$237.14,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.15,1.01,0.77,114.7%,81.6,79,24,30,10,15,1
36,TRV,Travelers Companies (The),$369.35,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.25,0.71,0.72,115.2%,81.2,79,24,30,10,15,1
37,ABBV,AbbVie,$256.46,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.35,0.79,1.64,112.6%,81.0,79,24,30,10,15,2
38,LH,Labcorp,$326.89,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.14,0.76,0.84,117.0%,79.9,79,24,30,10,15,2
39,NDSN,Nordson Corporation,$318.36,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.22,0.85,2.01,110.2%,79.7,79,24,30,10,15,2
