순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,ANET,Arista Networks,$205.70,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.34,0.64,0.9,125.2%,92.2,98,28,30,25,15,4
2,SWKS,Skyworks Solutions,$87.81,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.32,0.68,0.78,132.9%,91.3,97,27,30,25,15,3
3,AAPL,Apple Inc.,$335.92,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.22,0.7,0.78,114.2%,85.6,96,26,30,25,15,3
4,ABBV,AbbVie,$265.12,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.08,0.7,1.0,114.7%,82.7,95,25,30,25,15,2
5,TGT,Target Corporation,$156.15,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.16,0.69,1.12,117.3%,75.1,93,23,30,25,15,1
6,MRVL,Marvell Technology,$258.95,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.45,0.7,0.98,137.9%,96.0,89,29,30,25,5,2
7,TER,Teradyne,$387.70,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),3,0.42,0.69,0.66,107.8%,95.8,89,29,30,25,5,3
8,DDOG,Datadog,$256.92,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.48,0.69,1.23,130.0%,93.3,88,28,30,25,5,3
9,FCX,Freeport-McMoRan,$72.08,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),4,0.22,0.67,1.02,111.1%,88.0,86,26,30,25,5,4
10,MRNA,Moderna,$194.82,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.34,0.87,0.94,271.1%,99.0,85,30,30,10,15,4
11,DELL,Dell Technologies,$536.02,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.45,1.05,0.96,161.0%,97.9,84,29,30,10,15,4
12,HPE,Hewlett Packard Enterprise,$63.52,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.37,0.81,1.43,159.6%,97.5,84,29,30,10,15,4
13,VLO,Valero Energy,$382.86,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.6,1.92,0.53,138.4%,97.0,84,29,30,10,15,2
14,MPC,Marathon Petroleum,$390.95,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.49,1.3,0.5,140.0%,96.8,84,29,30,10,15,3
15,P,Everpure,$121.88,강력매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),3,0.53,1.34,2.98,154.4%,96.2,84,29,30,10,15,3
16,PANW,Palo Alto Networks,$389.92,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.6,0.96,0.63,146.8%,95.6,84,29,30,10,15,4
17,PSX,Phillips 66,$255.87,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.38,1.22,0.63,133.2%,94.9,83,28,30,10,15,2
18,FTNT,Fortinet,$178.67,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.67,0.79,1.1,140.2%,94.1,83,28,30,10,15,1
19,NTAP,NetApp,$197.24,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.25,0.85,1.41,135.4%,93.0,83,28,30,10,15,3
20,CRL,Charles River Laboratories,$294.44,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.36,1.48,1.0,140.8%,92.4,83,28,30,10,15,2
21,APA,APA Corporation,$43.68,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.3,1.05,1.1,116.1%,91.6,82,27,30,10,15,3
22,RVTY,Revvity,$150.68,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.54,1.37,1.13,143.3%,90.9,82,27,30,10,15,2
23,KEYS,Keysight Technologies,$357.54,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.65,0.84,0.59,109.9%,90.3,82,27,30,10,15,2
24,NVDA,Nvidia,$224.58,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.31,0.72,0.87,110.2%,89.0,82,27,30,10,15,2
25,VTRS,Viatris,$17.42,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.33,0.94,2.0,111.4%,86.7,81,26,30,10,15,2
26,JNJ,Johnson & Johnson,$270.68,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.09,0.95,0.95,110.4%,86.1,81,26,30,10,15,1
27,JCI,Johnson Controls,$145.36,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.26,0.86,1.01,103.2%,85.9,81,26,30,10,15,2
28,DE,Deere & Company,$694.94,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.33,1.19,0.65,115.4%,85.7,81,26,30,10,15,2
29,ZBRA,Zebra Technologies,$365.10,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.41,0.83,0.84,136.3%,85.4,81,26,30,10,15,1
30,INCY,Incyte,$124.44,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.29,1.04,0.92,115.7%,85.2,81,26,30,10,15,2
31,BBY,Best Buy,$91.00,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.64,0.93,0.69,125.7%,85.0,81,26,30,10,15,2
32,MRK,Merck & Co.,$147.98,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.16,0.99,1.06,119.1%,84.2,80,25,30,10,15,1
33,GRMN,Garmin,$295.04,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.59,0.97,1.33,116.0%,83.1,80,25,30,10,15,2
34,GILD,Gilead Sciences,$149.69,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.17,0.88,0.82,110.2%,82.9,80,25,30,10,15,1
35,XOM,ExxonMobil,$162.14,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.5,0.91,0.99,106.5%,82.3,80,25,30,10,15,2
36,CVX,Chevron Corporation,$205.65,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.32,0.99,1.14,108.3%,81.6,79,24,30,10,15,2
37,EBAY,eBay Inc.,$107.83,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.46,0.79,0.77,103.6%,81.4,79,24,30,10,15,2
38,PM,Philip Morris International,$191.50,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.59,1.33,0.43,107.3%,81.2,79,24,30,10,15,2
39,DVN,Devon Energy,$48.90,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.36,1.17,1.2,107.0%,80.8,79,24,30,10,15,1
40,ETN,Eaton Corporation,$440.00,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),4,0.31,0.8,0.76,110.1%,80.6,79,24,30,10,15,4
41,NDSN,Nordson Corporation,$323.26,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.45,0.83,0.89,111.4%,80.4,79,24,30,10,15,2
42,LLY,Lilly (Eli),"$1,181.89",매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.29,0.89,1.12,110.1%,78.9,79,24,30,10,15,2
43,MET,MetLife,$97.25,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.42,0.92,1.17,115.5%,77.9,78,23,30,10,15,1
44,KO,Coca-Cola Company (The),$88.10,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.36,0.96,1.01,108.7%,77.2,78,23,30,10,15,1
45,TRGP,Targa Resources,$283.15,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.32,0.87,0.92,108.2%,76.4,78,23,30,10,15,1
46,AMGN,Amgen,$406.04,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.48,1.06,0.89,110.9%,76.2,78,23,30,10,15,2
47,COP,ConocoPhillips,$129.34,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.33,0.94,1.06,107.7%,75.5,78,23,30,10,15,2
48,DXCM,DexCom,$87.47,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.26,0.9,0.58,119.0%,74.5,77,22,30,10,15,1
49,FAST,Fastenal,$50.73,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.55,1.21,1.29,108.9%,73.8,77,22,30,10,15,1
50,AME,Ametek,$247.74,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.5,1.14,1.36,106.5%,73.4,77,22,30,10,15,2
51,MO,Altria,$68.88,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.24,0.8,0.77,102.1%,73.2,77,22,30,10,15,1
52,CPAY,Corpay,$400.32,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.28,1.02,0.98,113.7%,72.4,77,22,30,10,15,1
53,MU,Micron Technology,"$1,080.53",매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.6,0.82,1.02,141.8%,99.8,75,30,30,10,5,4
54,BE,[Trending] BE,$266.65,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.25,0.8,2.21,117.1%,99.6,75,30,30,10,5,4
55,LITE,Lumentum,$929.04,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),4,0.15,0.79,1.12,111.6%,99.4,75,30,30,10,5,4
56,STX,Seagate Technology,$905.92,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.6,0.92,0.95,124.5%,99.2,75,30,30,10,5,4
57,NBIS,Nebius Group,$243.48,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.32,0.8,2.21,130.2%,98.3,74,29,30,10,5,4
58,ASML,ASML Holding,"$1,722.50",매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.44,0.96,1.01,107.3%,91.4,72,27,30,10,5,2
59,SJM,J.M. Smucker Company (The),$121.66,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.22,0.86,0.93,111.9%,70.7,66,21,30,10,5,2
60,AMD,Advanced Micro Devices,$629.26,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,1.57,1.02,1.55,153.4%,98.1,64,29,10,10,15,4
61,CRWD,CrowdStrike,$259.67,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.75,0.97,0.64,161.1%,97.3,64,29,10,10,15,4
62,ILMN,"Illumina, Inc.",$273.90,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.17,0.95,1.51,165.0%,97.1,64,29,10,10,15,2
63,APH,Amphenol,$83.08,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.9,1.03,0.9,111.8%,92.0,63,28,10,10,15,2
64,FFIV,"F5, Inc.",$446.55,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.79,0.86,1.15,122.8%,87.6,61,26,10,10,15,2
65,BIIB,Biogen,$226.36,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.81,1.41,0.69,114.1%,84.8,60,25,10,10,15,3
66,PFG,Principal Financial Group,$114.15,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.81,1.04,1.02,110.8%,82.5,60,25,10,10,15,1
67,WST,West Pharmaceutical Services,$373.60,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.18,1.39,0.82,119.6%,78.5,59,24,10,10,15,2
68,DGX,Quest Diagnostics,$236.59,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.53,1.67,0.82,112.4%,77.6,58,23,10,10,15,1
69,WAB,Wabtec,$290.23,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.75,0.97,0.66,107.9%,74.7,57,22,10,10,15,1
70,VRSN,Verisign,$291.88,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.99,0.9,0.99,107.5%,73.0,57,22,10,10,15,1
71,INTC,Intel,$127.39,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,1.2,0.99,1.39,140.7%,98.5,55,30,10,10,5,4
72,HPQ,HP Inc.,$31.14,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.78,0.9,0.73,130.9%,88.6,52,27,10,10,5,2
