순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
37,CTVA,Corteva,$85.90,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.28,1.03,1.08,106.9%,82.2,80,25,30,10,15,2
38,GM,General Motors,$85.79,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.28,0.89,1.15,107.5%,81.6,79,24,30,10,15,2
39,LH,Labcorp,$324.86,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.15,0.75,1.4,116.1%,81.2,79,24,30,10,15,2
40,JCI,Johnson Controls,$146.37,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.62,0.89,0.9,104.0%,80.9,79,24,30,10,15,2
41,ABNB,Airbnb,$174.54,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.22,1.07,2.07,122.0%,80.7,79,24,30,10,15,2
42,NDSN,Nordson Corporation,$316.80,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.11,0.81,0.65,109.6%,79.9,79,24,30,10,15,2
43,BAC,Bank of America,$62.39,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.35,0.91,1.07,113.9%,79.7,79,24,30,10,15,2
44,AAPL,Apple Inc.,$316.22,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),3,0.4,0.78,0.9,109.4%,79.5,79,24,30,10,15,3
45,SJM,J.M. Smucker Company (The),$124.66,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.68,0.87,1.14,116.1%,79.0,79,24,30,10,15,2
46,AIZ,Assurant,$281.01,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.47,0.78,0.82,112.8%,78.6,79,24,30,10,15,2
47,COP,ConocoPhillips,$135.04,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.16,0.81,0.94,114.5%,78.2,78,23,30,10,15,2
48,KO,Coca-Cola Company (The),$88.36,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.1,1.04,1.12,109.6%,77.7,78,23,30,10,15,1
49,CVX,Chevron Corporation,$209.80,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.17,0.86,1.41,112.0%,77.5,78,23,30,10,15,2
50,XOM,ExxonMobil,$160.66,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.34,1.0,0.78,106.5%,74.4,77,22,30,10,15,1
51,CPAY,Corpay,$407.05,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.33,0.82,1.39,117.3%,74.2,77,22,30,10,15,1
52,VRTX,Vertex Pharmaceuticals,$528.90,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.44,0.75,1.4,112.2%,70.8,76,21,30,10,15,2
53,MU,Micron Technology,"$1,000.26",매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.56,0.79,0.75,140.1%,99.6,75,30,30,10,5,4
54,NBIS,Nebius Group,$243.88,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.59,0.76,1.78,138.4%,98.9,75,30,30,10,5,4
55,HPE,Hewlett Packard Enterprise,$56.03,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.47,2.24,0.91,151.7%,97.9,74,29,30,10,5,4
56,CRWD,CrowdStrike,$210.02,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.34,1.02,0.95,139.6%,96.0,74,29,30,10,5,4
57,BIIB,Biogen,$212.50,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),3,0.77,0.55,1.33,108.3%,80.3,74,24,10,25,15,3
58,TER,Teradyne,$372.06,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),4,0.5,0.73,1.24,105.1%,93.6,73,28,30,10,5,4
59,ASML,ASML Holding,"$1,764.85",매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.59,0.88,1.05,111.4%,92.0,73,28,30,10,5,2
60,DELL,Dell Technologies,$533.88,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,1.33,1.71,0.6,178.9%,98.7,65,30,10,10,15,4
61,STT,State Street Corporation,$191.88,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.77,0.79,1.38,122.9%,93.8,63,28,10,10,15,1
62,BEN,Franklin Resources,$34.65,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.95,1.01,0.82,116.3%,92.2,63,28,10,10,15,2
63,CAH,Cardinal Health,$240.49,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.88,0.8,1.03,110.0%,87.5,61,26,10,10,15,2
64,C,Citigroup,$136.74,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.72,0.8,1.13,108.4%,85.6,61,26,10,10,15,2
65,BBY,Best Buy,$89.33,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.32,0.93,0.79,125.8%,83.1,60,25,10,10,15,2
66,PFG,Principal Financial Group,$115.04,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,2.06,1.56,0.89,113.9%,83.0,60,25,10,10,15,1
67,MET,MetLife,$95.50,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.89,0.84,0.92,115.7%,71.8,57,22,10,10,15,1
68,STX,Seagate Technology,$904.38,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.73,0.76,2.03,130.4%,99.4,55,30,10,10,5,4
69,AMD,Advanced Micro Devices,$505.74,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.72,0.87,1.43,132.2%,98.3,54,29,10,10,5,4
