순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,CRWD,CrowdStrike,$198.49,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.39,0.66,0.81,152.4%,97.7,99,29,30,25,15,3
2,DVA,DaVita,$234.10,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.16,0.66,0.93,145.1%,95.4,99,29,30,25,15,1
3,CASY,Casey's,$866.46,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.5,0.46,0.8,120.2%,93.2,98,28,30,25,15,2
4,HWM,Howmet Aerospace,$271.98,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.33,0.62,0.74,111.7%,92.5,98,28,30,25,15,2
5,SPG,Simon Property Group,$228.19,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.41,0.64,1.07,116.0%,81.9,95,25,30,25,15,1
6,ROST,Ross Stores,$235.78,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.66,0.63,1.01,112.4%,80.9,94,24,30,25,15,1
7,LYV,Live Nation Entertainment,$180.86,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.16,0.59,1.3,114.0%,80.5,94,24,30,25,15,3
8,DELL,[Trending] DELL,$381.88,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.61,0.6,0.65,172.3%,98.8,90,30,30,25,5,2
9,NTAP,NetApp,$161.16,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.46,0.62,0.67,135.1%,92.1,88,28,30,25,5,2
10,PANW,Palo Alto Networks,$348.66,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.12,0.78,0.71,165.8%,97.9,84,29,30,10,15,3
11,FTNT,Fortinet,$160.36,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.33,0.73,0.67,157.1%,96.7,84,29,30,10,15,1
12,GEV,GE Vernova,"$1,079.18",강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.19,0.98,0.77,120.7%,96.1,84,29,30,10,15,4
13,APH,Amphenol,$150.51,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.29,0.61,0.71,105.4%,79.7,84,24,30,25,5,2
14,CVS,CVS Health,$107.61,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.15,1.06,1.0,127.8%,94.2,83,28,30,10,15,2
15,STT,State Street Corporation,$182.58,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.29,1.56,0.94,128.3%,93.4,83,28,30,10,15,1
16,WELL,Welltower,$244.84,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.46,0.76,0.93,119.4%,93.1,83,28,30,10,15,2
17,MGM,MGM Resorts,$46.34,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.1,0.44,0.88,118.3%,78.2,83,23,30,25,5,2
18,GL,Globe Life,$184.25,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.24,0.92,0.82,122.5%,91.3,82,27,30,10,15,1
19,VTR,Ventas,$96.25,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.51,0.81,0.73,115.7%,90.7,82,27,30,10,15,2
20,CNC,Centene Corporation,$65.84,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.58,0.88,0.65,136.3%,90.5,82,27,30,10,15,1
21,EBAY,eBay Inc.,$114.19,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.44,1.2,0.7,116.4%,90.2,82,27,30,10,15,2
22,IBKR,[Trending] IBKR,$91.68,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.64,0.81,0.84,118.3%,88.8,82,27,30,10,15,3
23,TRGP,Targa Resources,$282.35,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.35,0.9,0.85,120.5%,88.6,82,27,30,10,15,1
24,MNST,Monster Beverage,$95.45,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.45,1.39,0.47,116.0%,88.2,81,26,30,10,15,2
25,INCY,Incyte,$115.65,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.15,0.85,0.56,114.7%,87.1,81,26,30,10,15,3
26,IVZ,Invesco,$29.66,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.7,0.97,0.8,112.6%,86.7,81,26,30,10,15,2
27,CAH,Cardinal Health,$225.75,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.14,0.89,0.83,106.5%,86.5,81,26,30,10,15,2
28,DOC,Healthpeak Properties,$22.29,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.43,0.88,1.11,125.7%,86.1,81,26,30,10,15,1
29,ALL,Allstate,$253.73,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.47,0.95,0.71,119.1%,85.5,81,26,30,10,15,1
30,JNJ,Johnson & Johnson,$248.82,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.25,1.16,0.8,107.5%,84.9,80,25,30,10,15,1
31,HST,Host Hotels & Resorts,$24.06,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.35,0.79,0.75,120.8%,84.6,80,25,30,10,15,1
32,CSX,CSX Corporation,$50.11,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.61,1.24,0.76,118.8%,84.2,80,25,30,10,15,1
