순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
44,MRK,Merck & Co.,$148.99,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),1,3.13,1.98,0.49,125.0%,87.8,61,26,10,10,15,1
45,FCX,Freeport-McMoRan,$71.22,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.73,1.05,1.06,113.2%,87.6,61,26,10,10,15,3
46,TRGP,Targa Resources,$302.25,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,1.54,1.64,1.5,122.0%,87.2,61,26,10,10,15,1
47,NTRS,Northern Trust,$182.51,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.97,0.89,1.13,113.0%,85.5,61,26,10,10,15,2
48,NDSN,Nordson Corporation,$334.70,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),2,1.55,2.15,2.04,117.5%,85.3,61,26,10,10,15,2
49,JNJ,Johnson & Johnson,$267.37,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.97,0.94,0.84,111.5%,85.1,61,26,10,10,15,1
50,LLY,Lilly (Eli),"$1,244.40",매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.34,1.14,0.58,118.1%,81.7,60,25,10,10,15,2
51,VRTX,Vertex Pharmaceuticals,$540.26,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.22,0.82,0.74,116.3%,79.4,59,24,10,10,15,2
52,ABBV,AbbVie,$261.83,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.21,0.74,0.94,116.7%,78.9,59,24,10,10,15,2
53,RVTY,Revvity,$124.13,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),2,2.07,1.07,1.36,123.0%,78.7,59,24,10,10,15,2
54,RFAI,[Trending] RFAI,$12.73,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),2,53.13,3.8,16.37,116.4%,76.2,58,23,10,10,15,2
55,PH,Parker Hannifin,"$1,000.13",매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.96,1.01,0.67,105.8%,72.0,57,22,10,10,15,2
56,LITE,Lumentum,$879.28,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.81,1.0,0.97,115.6%,99.0,55,30,10,10,5,4
57,MRNA,Moderna,$133.32,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),4,5.97,7.29,0.5,244.1%,98.5,55,30,10,10,5,4
58,DELL,Dell Technologies,$434.78,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,1.04,0.82,0.51,161.1%,98.3,54,29,10,10,5,3
59,HPE,Hewlett Packard Enterprise,$52.89,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.9,0.89,0.63,153.9%,97.3,54,29,10,10,5,4
60,PANW,Palo Alto Networks,$349.56,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.76,0.76,0.9,148.3%,96.0,54,29,10,10,5,4
61,ANET,Arista Networks,$183.75,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.77,0.78,0.73,118.4%,88.0,51,26,10,10,5,4
