순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,NUE,Nucor,$271.81,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.1,0.61,0.74,129.6%,93.9,98,28,30,25,15,3
2,APH,Amphenol,$169.96,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.21,0.65,1.32,116.6%,92.6,98,28,30,25,15,2
3,ASML,ASML Holding,"$1,810.07",강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.51,0.68,0.94,117.9%,92.0,98,28,30,25,15,2
4,HUM,Humana,$388.83,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.58,0.69,1.72,142.8%,91.7,98,28,30,25,15,2
5,KEYS,Keysight Technologies,$354.50,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.43,0.62,1.06,117.2%,91.5,97,27,30,25,15,2
6,STT,State Street Corporation,$190.11,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.33,0.49,0.97,127.9%,91.3,97,27,30,25,15,1
7,HWM,Howmet Aerospace,$281.63,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.57,0.64,1.25,111.6%,91.1,97,27,30,25,15,2
8,BNY,BNY Mellon,$162.93,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.32,0.54,1.36,122.6%,90.7,97,27,30,25,15,1
9,GE,GE Aerospace,$365.33,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.34,0.58,0.95,113.3%,89.4,97,27,30,25,15,2
10,GRMN,Garmin,$309.98,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.38,0.58,1.47,129.4%,89.2,97,27,30,25,15,3
11,RTX,RTX Corporation,$222.76,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.06,0.67,1.34,115.0%,89.0,97,27,30,25,15,2
