순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,CRWD,CrowdStrike,$225.53,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.37,0.68,0.84,161.2%,97.0,99,29,30,25,15,4
2,NUE,Nucor,$272.29,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.09,0.55,1.06,129.7%,93.0,98,28,30,25,15,3
3,FTNT,Fortinet,$165.44,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.39,0.7,1.11,148.4%,91.3,97,27,30,25,15,1
4,APH,Amphenol,$165.75,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.24,0.6,0.8,113.5%,90.9,97,27,30,25,15,2
5,STLD,Steel Dynamics,$260.53,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.18,0.59,0.86,121.3%,90.7,97,27,30,25,15,2
6,HWM,Howmet Aerospace,$282.82,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.16,0.65,1.43,112.1%,89.9,97,27,30,25,15,2
7,STT,State Street Corporation,$189.85,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.34,0.47,1.37,127.9%,89.4,97,27,30,25,15,1
8,KEYS,Keysight Technologies,$353.85,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.42,0.61,0.94,117.1%,89.2,97,27,30,25,15,2
9,GRMN,Garmin,$311.93,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.13,0.53,0.86,130.4%,88.6,97,27,30,25,15,3
10,BNY,BNY Mellon,$162.25,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),1,0.35,0.48,0.93,122.0%,88.4,97,27,30,25,15,1
11,C,Citigroup,$138.73,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.29,0.55,1.57,112.0%,87.9,96,26,30,25,15,2
12,RTX,RTX Corporation,$220.48,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.14,0.67,0.82,113.7%,87.5,96,26,30,25,15,2
13,GE,GE Aerospace,$360.64,강력매수,Stage 2A (돌파 초입 우량),1차 타점 (VCP 수렴 완료),2,0.33,0.57,1.26,111.8%,87.3,96,26,30,25,15,2
14,IBKR,Interactive Brokers,$91.42,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),3,0.57,0.64,0.85,113.7%,86.5,96,26,30,25,15,3
15,CASY,Casey's,$853.78,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.35,0.54,1.14,113.8%,86.1,96,26,30,25,15,2
