순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
1,MRNA,Moderna,$145.62,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),4,0.09,0.47,1.05,218.4%,98.5,90,30,30,25,5,4
2,VLO,Valero Energy,$403.28,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.39,1.49,0.97,150.0%,97.7,84,29,30,10,15,3
3,MPC,Marathon Petroleum,$413.92,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.35,1.28,1.0,152.7%,97.6,84,29,30,10,15,3
4,PSX,Phillips 66,$264.63,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.21,1.11,0.93,140.9%,96.2,84,29,30,10,15,2
5,NEM,Newmont,$121.76,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.14,0.83,1.09,110.3%,96.0,84,29,30,10,15,2
6,NUE,Nucor,$260.68,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.21,0.72,1.24,117.2%,94.5,83,28,30,10,15,3
7,ANET,Arista Networks,$197.54,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.43,0.79,0.91,122.1%,94.4,83,28,30,10,15,4
8,NTAP,NetApp,$191.49,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.47,0.87,0.79,135.0%,93.4,83,28,30,10,15,3
9,CRL,Charles River Laboratories,$273.41,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.08,1.24,1.03,133.8%,93.2,83,28,30,10,15,2
10,APA,APA Corporation,$44.79,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.37,1.35,1.43,121.2%,91.7,83,28,30,10,15,3
11,HPQ,HP Inc.,$32.70,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.67,1.0,0.93,141.0%,91.0,82,27,30,10,15,2
12,INCY,Incyte,$124.75,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.32,0.93,0.86,117.0%,90.0,82,27,30,10,15,2
13,EXPD,Expeditors International,$189.04,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.31,1.02,1.03,117.0%,89.6,82,27,30,10,15,2
14,TRV,Travelers Companies (The),$378.92,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.53,0.79,1.46,117.2%,89.5,82,27,30,10,15,1
15,ADM,Archer Daniels Midland,$85.00,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.3,0.92,1.33,111.8%,89.3,82,27,30,10,15,2
16,NVDA,Nvidia,$213.90,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.35,0.84,1.1,105.7%,88.5,82,27,30,10,15,2
17,ABNB,Airbnb,$167.51,강력매수,Stage 2B (추세 확장 국면),1차 타점 (VCP 수렴 완료),2,0.08,0.59,1.31,115.6%,73.1,82,22,30,25,5,2
18,VTRS,Viatris,$17.02,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.39,0.81,1.26,109.3%,88.3,81,26,30,10,15,2
19,CF,CF Industries,$131.99,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.36,0.94,0.53,111.7%,87.9,81,26,30,10,15,2
20,JNJ,Johnson & Johnson,$267.28,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.11,0.75,0.93,109.5%,87.2,81,26,30,10,15,1
21,EBAY,eBay Inc.,$109.17,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.38,0.97,1.27,106.1%,86.8,81,26,30,10,15,2
22,VRSN,Verisign,$298.46,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.44,0.79,1.31,111.3%,86.3,81,26,30,10,15,1
23,DE,Deere & Company,$669.47,강력매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.28,0.93,0.57,111.8%,85.9,81,26,30,10,15,2
24,AAPL,Apple Inc.,$332.41,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.24,0.76,1.13,114.1%,85.7,81,26,30,10,15,3
25,PFG,Principal Financial Group,$116.64,강력매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.59,1.03,1.33,114.4%,85.3,81,26,30,10,15,1
