순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot,Base_Raw
41,BIIB,Biogen,$219.07,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),3,0.25,1.64,0.35,110.8%,78.3,78,23,30,10,15,3
42,MET,MetLife,$96.64,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.43,1.17,0.26,115.3%,77.5,78,23,30,10,15,1
43,DXCM,DexCom,$89.17,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.22,1.42,0.24,121.8%,77.0,78,23,30,10,15,1
44,TRGP,Targa Resources,$289.36,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.22,1.6,0.33,111.1%,76.8,78,23,30,10,15,1
45,CVX,Chevron Corporation,$203.67,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.61,2.34,0.18,107.6%,75.1,78,23,30,10,15,2
46,LH,Labcorp,$320.99,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.16,1.3,0.28,113.8%,74.3,77,22,30,10,15,2
47,WST,West Pharmaceutical Services,$361.78,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.35,1.39,0.35,116.8%,73.8,77,22,30,10,15,2
48,NDSN,Nordson Corporation,$314.35,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.18,1.22,0.37,108.5%,73.6,77,22,30,10,15,2
49,KO,Coca-Cola Company (The),$87.12,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.34,1.31,0.65,107.8%,72.5,77,22,30,10,15,1
50,ELV,Elevance Health,$409.31,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.32,1.32,0.45,112.0%,72.3,77,22,30,10,15,1
51,MO,Altria,$68.53,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.23,1.14,0.56,101.8%,71.7,77,22,30,10,15,1
52,TGT,Target Corporation,$157.71,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.27,1.05,0.33,119.2%,71.3,76,21,30,10,15,1
53,CPAY,Corpay,$397.22,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.37,0.99,0.59,113.1%,70.8,76,21,30,10,15,1
54,DVN,Devon Energy,$47.59,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.63,1.88,0.33,104.3%,70.6,76,21,30,10,15,1
55,SNDK,Sandisk,"$1,766.64",매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.69,0.87,0.59,135.1%,99.8,75,30,30,10,5,4
56,BE,Bloom Energy,$272.89,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.42,2.03,0.2,121.1%,99.4,75,30,30,10,5,4
57,LITE,Lumentum,$954.49,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.5,1.29,0.51,115.6%,99.2,75,30,30,10,5,4
58,NBIS,Nebius Group,$232.80,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.37,1.06,0.82,126.3%,98.5,75,30,30,10,5,4
59,MRVL,Marvell Technology,$257.38,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.66,0.95,0.91,139.7%,96.8,74,29,30,10,5,2
60,DDOG,Datadog,$245.05,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),3,0.32,0.8,0.56,125.6%,92.8,73,28,30,10,5,3
61,BFLY,[Trending] BFLY,$8.14,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.41,0.95,0.75,137.0%,92.3,73,28,30,10,5,4
62,FCX,Freeport-McMoRan,$72.16,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),4,0.24,0.9,0.65,111.6%,87.5,71,26,30,10,5,4
63,GOOGL,Alphabet Inc. (Class A),$354.97,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.42,1.23,0.64,103.5%,85.3,71,26,30,10,5,2
64,GOOG,Alphabet Inc. (Class C),$350.87,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.38,1.28,0.54,102.9%,84.3,70,25,30,10,5,2
65,GRMN,Garmin,$280.31,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.15,1.41,0.23,110.7%,77.4,68,23,30,10,5,2
66,AMD,Advanced Micro Devices,$615.52,매수,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),4,2.45,1.48,1.4,153.2%,97.9,64,29,10,10,15,4
67,HPE,Hewlett Packard Enterprise,$61.75,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.77,1.11,0.77,158.4%,97.5,64,29,10,10,15,4
68,ILMN,"Illumina, Inc.",$238.82,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.71,4.56,0.1,146.3%,94.0,63,28,10,10,15,2
69,FFIV,"F5, Inc.",$450.10,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.81,1.28,0.56,125.0%,90.8,62,27,10,10,15,2
70,IBKR,Interactive Brokers,$93.21,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.77,1.1,0.56,111.6%,85.8,61,26,10,10,15,2
71,ADM,Archer Daniels Midland,$83.38,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.77,1.39,0.24,109.1%,84.9,60,25,10,10,15,2
72,XOM,ExxonMobil,$158.30,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.86,1.47,0.42,104.2%,73.4,57,22,10,10,15,2
73,MU,Micron Technology,"$1,043.96",매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.87,0.89,0.79,139.4%,99.6,55,30,10,10,5,4
74,STX,Seagate Technology,$877.33,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),4,0.9,1.23,0.6,122.2%,99.1,55,30,10,10,5,4
75,INTC,Intel,$121.78,관망/유지,Stage 2B (추세 확장 국면),2차 타점 (피벗 거래량 돌파),4,1.59,1.58,1.1,136.9%,98.1,54,29,10,10,5,4
76,TER,Teradyne,$381.54,관망/유지,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),3,0.71,1.11,0.79,106.6%,95.3,54,29,10,10,5,3
77,ADI,Analog Devices,$383.00,관망/유지,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.94,1.28,0.53,102.9%,85.7,51,26,10,10,5,2
